ori_word,clean_word,cat_ids
urin*,urin,"[146, 147]"
urn*,urn,[360]
us,us,"[1, 2, 3, 5, 121]"
use,use,"[11, 14, 131, 133]"
used,used,"[11, 13, 131, 133]"
useful*,useful,"[125, 126]"
useless*,useless,"[125, 127, 130]"
uses,uses,"[11, 14, 131, 133]"
using,using,"[11, 14, 131, 133]"
usual,usual,"[253, 250]"
usually,usually,"[1, 16, 131, 135, 253, 250]"
uter*,uter,"[146, 147]"
vacation*,vacation,[356]
vacuum*,vacuum,[357]
vagina*,vagina,"[146, 147, 149]"
vague*,vague,"[131, 135]"
vain,vain,"[125, 127]"
valuabl*,valuabl,"[125, 126]"
value,value,"[125, 126, 358]"
valued,valued,"[125, 126]"
values,values,"[125, 126]"
valuing,valuing,"[125, 126]"
vanity,vanity,"[125, 127]"
variab*,variab,"[131, 135]"
varies,varies,"[131, 135]"
various,various,"[1, 20]"
varsit*,varsit,[354]
vary,vary,"[131, 135]"
vast*,vast,"[252, 250]"
vatican*,vatican,[359]
vcr*,vcr,[356]
vd,vd,"[146, 149]"
veget*,veget,"[146, 150]"
veggie*,veggie,"[146, 150]"
veil*,veil,[359]
vein*,vein,"[146, 147]"
verg*,verg,"[252, 250]"
version*,version,[20]
versus,versus,"[131, 139]"
vertical*,vertical,"[252, 250]"
vertigo,vertigo,"[146, 148]"
very,very,"[1, 16]"
veto,veto,"[131, 137]"
viagra,viagra,"[146, 148]"
vicious*,vicious,"[125, 127, 129]"
vicodin,vicodin,"[146, 148]"
victim*,victim,"[125, 127, 129]"
victor*,victor,[355]
video*,video,[356]
view,view,"[140, 141]"
viewed,viewed,"[11, 13]"
viewer*,viewer,"[140, 141]"
viewing*,viewing,"[140, 141]"
views,views,"[140, 141]"
vigor*,vigor,"[125, 126]"
vigour*,vigour,"[125, 126]"
vile,vile,"[125, 127, 129]"
villain*,villain,"[125, 127, 129]"
violat*,violat,"[125, 127, 129]"
violent*,violent,"[125, 127, 129]"
virgin*,virgin,"[146, 149]"
virtue*,virtue,"[125, 126]"
virtuo*,virtuo,"[125, 126]"
visa*,visa,[358]
visit*,visit,"[121, 251, 250]"
vita,vita,[354]
vital*,vital,"[125, 126]"
vitamin*,vitamin,"[146, 148]"
vitas,vitas,[354]
vivid*,vivid,"[140, 141]"
vocation*,vocation,[354]
vodka*,vodka,[356]
voic*,voic,"[140, 142]"
volleyb*,volleyb,[356]
vomit*,vomit,"[146, 148]"
vp*,vp,[354]
vs,vs,"[131, 139]"
vulnerab*,vulnerab,"[125, 127, 128]"
vulture*,vulture,"[125, 127]"
waft*,waft,[140]
wage,wage,"[354, 358]"
wager*,wager,[358]
wages,wages,"[354, 358]"
waist*,waist,"[146, 147, 150]"
wait,wait,"[11, 14, 131, 137]"
waited,waited,"[11, 13, 131, 137]"
waiting,waiting,"[131, 137]"
waits,waits,"[11, 14, 131, 137]"
wake,wake,"[146, 147]"
walk,walk,"[251, 250]"
walked,walked,"[11, 13, 251, 250]"
walking,walking,"[251, 250]"
walks,walks,"[251, 250]"
wall,wall,"[252, 250]"
walling,walling,"[252, 250]"
walls,walls,"[252, 250]"
wanker*,wanker,[22]
wanna,wanna,"[1, 17, 131, 134]"
want,want,"[11, 14, 131, 134]"
wanted,wanted,"[11, 13, 131, 134]"
wanting,wanting,"[131, 134]"
wants,wants,"[11, 14, 131, 134]"
war,war,"[125, 127, 129, 360]"
warehous*,warehous,[354]
warfare*,warfare,"[125, 127, 129]"
wariness,wariness,[137]
warm*,warm,"[125, 126, 140, 143]"
warred,warred,"[125, 127, 129]"
warring,warring,"[125, 127, 129]"
wars,wars,"[125, 127, 129]"
wart,wart,"[146, 148]"
warts,warts,"[146, 148]"
wary,wary,[137]
was,was,"[11, 1, 12, 13]"
wash,wash,"[146, 148]"
wasnt,wasnt,"[11, 1, 12, 13, 19]"
wasn't,wasn't,"[11, 1, 12, 13, 19]"
watch*,watch,"[140, 141]"
water,water,"[146, 150]"
way,way,[250]
we,we,"[1, 2, 3, 5, 121, 131]"
weak*,weak,"[125, 127, 146, 148]"
wealth*,wealth,"[125, 126, 358]"
weapon*,weapon,"[125, 127, 129]"
wear,wear,"[146, 147]"
weary,weary,"[146, 148]"
we'd,we'd,"[1, 2, 3, 5, 11, 12]"
wed,wed,[121]
wedding*,wedding,[121]
wednesday*,wednesday,"[253, 250]"
weds,weds,[121]
week,week,"[253, 250]"
week'*,week',"[253, 250]"
weekend*,weekend,"[253, 250, 356]"
weekl*,weekl,"[253, 250]"
weeks,weeks,"[253, 250]"
weep*,weep,"[125, 127, 130]"
weigh,weigh,"[146, 150]"
weighed,weighed,"[146, 150]"
weighing*,weighing,"[146, 150]"
weighs,weighs,"[146, 150]"
weight,weight,"[146, 150, 140, 143]"
weighted,weighted,"[140, 143]"
weighting,weighting,"[140, 143]"
weightless*,weightless,"[140, 143]"
weightlift*,weightlift,"[356, 140, 143]"
weights,weights,"[356, 140, 143]"
weird*,weird,"[125, 127]"
welcom*,welcom,"[121, 125, 126]"
welfare,welfare,[354]
well,well,"[1, 16, 463, 125, 126]"
we'll,we'll,"[1, 2, 3, 5, 11, 12]"
went,went,"[11, 13, 251, 250]"
wept,wept,"[125, 127, 130]"
we're,we're,"[1, 2, 3, 5, 11, 14]"
were,were,"[11, 1, 12, 13]"
weren't,weren't,"[11, 1, 12, 13, 19]"
west*,west,"[252, 250]"
wet,wet,"[140, 143]"
wetly,wetly,"[140, 143]"
weve,weve,"[1, 2, 3, 5, 11, 12]"
we've,we've,"[1, 2, 3, 5, 11, 12]"
what,what,"[1, 2, 9]"
whatever,whatever,"[1, 2, 9]"
whats,whats,"[1, 2, 9, 11, 12, 14]"
what's,what's,"[1, 2, 9, 11, 12, 14]"
wheez*,wheez,"[146, 148]"
when,when,"[1, 18, 253, 250, 16]"
whenever,whenever,"[1, 16, 18, 253, 250]"
where,where,"[1, 16, 252, 250]"
whereas,whereas,"[1, 18]"
wheres,wheres,"[11, 1, 12, 14, 252, 250]"
where's,where's,"[11, 1, 12, 14, 252, 250]"
wherever,wherever,"[252, 250]"
whether,whether,"[1, 18, 131, 139]"
which,which,"[1, 2, 9]"
whichever,whichever,"[1, 2, 9]"
whiff*,whiff,[140]
while,while,"[1, 18, 253, 250]"
whilst,whilst,"[253, 250]"
whine*,whine,"[125, 127, 130]"
whining,whining,"[125, 127, 130]"
whiskey*,whiskey,"[146, 150, 356]"
whisky*,whisky,"[146, 150, 356]"
whisper*,whisper,"[140, 142]"
white*,white,"[140, 141]"
whitish*,whitish,"[140, 141]"
who,who,"[1, 2, 9, 121]"
whod,whod,"[1, 2, 9, 11, 12, 121]"
who'd,who'd,"[1, 2, 9, 11, 12, 121]"
whole,whole,"[1, 20]"
wholl,wholl,"[1, 2, 9, 11, 12, 15]"
who'll,who'll,"[1, 2, 9, 11, 12, 15]"
wholly,wholly,"[131, 136]"
whom,whom,"[1, 2, 9, 121]"
whore*,whore,"[125, 127, 146, 149]"
whos,whos,"[11, 14, 121]"
who's,who's,"[11, 14, 121]"
whose,whose,"[1, 2, 9, 121]"
why,why,"[131, 133]"
wicked*,wicked,"[125, 127, 129]"
wide*,wide,"[252, 250]"
width*,width,"[252, 250]"
wife*,wife,"[121, 122]"
will,will,"[11, 1, 12, 15]"
willing,willing,"[125, 121]"
wimp*,wimp,"[125, 127]"
win,win,"[125, 126, 355]"
window*,window,[357]
wine,wine,"[146, 150, 356]"
wines,wines,"[146, 150, 356]"
winn*,winn,"[125, 126, 355]"
wins,wins,"[125, 126, 355]"
winter*,winter,"[253, 250]"
wisdom,wisdom,"[125, 126]"
wise*,wise,"[125, 126]"
wish,wish,"[11, 14, 131, 134]"
wished,wished,"[11, 13, 131, 134]"
wishes,wishes,"[11, 14, 131, 134]"
wishing,wishing,"[131, 134]"
witch,witch,"[125, 127]"
with,with,"[1, 17, 131, 138]"
withdrawal,withdrawal,"[146, 148]"
withheld,withheld,"[131, 137]"
withhold*,withhold,"[131, 137]"
within,within,"[1, 17, 252, 250]"
without,without,"[1, 17, 19, 131, 139]"
wive*,wive,"[121, 122]"
woe*,woe,"[125, 127, 130]"
woke,woke,"[11, 13]"
woken,woken,"[11, 13]"
woman,woman,"[121, 124]"
womanhood,womanhood,[121]
womanly,womanly,[121]
woman's,woman's,"[121, 124]"
womb*,womb,"[146, 147, 149]"
women*,women,"[121, 124]"
won,won,"[11, 13, 125, 126, 355]"
wonder,wonder,"[11, 14, 131, 132, 135]"
wondered,wondered,"[11, 13, 131, 132, 135]"
wonderf*,wonderf,"[125, 126]"
wondering,wondering,"[131, 132, 135]"
wonders,wonders,"[131, 132, 135]"
wont,wont,"[11, 1, 12, 15, 19]"
won't,won't,"[11, 1, 12, 15, 19]"
word*,word,"[131, 121]"
wore,wore,"[11, 13]"
work,work,"[354, 355]"
workabl*,workabl,"[354, 355]"
worked,worked,"[11, 13, 354, 355]"
worker*,worker,"[354, 355]"
working*,working,"[354, 355]"
workout*,workout,[356]
works,works,"[354, 355]"
world,world,"[250, 252]"
worn,worn,"[11, 13]"
worr*,worr,"[125, 127, 128]"
worse*,worse,"[125, 127]"
worship*,worship,"[125, 126, 359]"
worst,worst,"[125, 127, 1, 20]"
worth,worth,[358]
worthless*,worthless,"[125, 127, 130]"
worthwhile,worthwhile,"[125, 126]"
would,would,"[11, 1, 12, 15, 131, 134]"
wouldnt,wouldnt,"[11, 1, 12, 15, 19, 131]"
wouldn't,wouldn't,"[11, 1, 12, 15, 19, 131]"
wouldve,wouldve,"[11, 1, 12, 13, 15, 131]"
would've,would've,"[11, 1, 12, 13, 15, 131]"
wound*,wound,"[146, 148]"
wow*,wow,"[125, 126]"
wrist*,wrist,"[146, 147]"
write,write,"[121, 131]"
writing,writing,"[121, 131]"
written,written,"[11, 13]"
wrong*,wrong,"[125, 127]"
wrote,wrote,"[11, 13]"
wrote,wrote,"[121, 131, 11, 13]"
xanax,xanax,"[146, 148]"
xbox*,xbox,[356]
xerox*,xerox,[354]
xray*,xray,"[146, 148]"
ya,ya,"[1, 2, 3, 6, 121]"
yah,yah,[462]
yakn*,yakn,[464]
yall,yall,"[1, 2, 3, 6, 121]"
y'all,y'all,"[1, 2, 3, 6, 121]"
yard,yard,"[356, 357]"
yawn*,yawn,"[146, 148]"
yay,yay,"[125, 126, 462]"
yays,yays,"[125, 126]"
ye,ye,"[1, 2, 3, 6, 121]"
yea,yea,[462]
yeah,yeah,[462]
year,year,"[253, 250]"
yearly,yearly,"[253, 250]"
yearn*,yearn,"[125, 127, 130, 131, 134]"
years,years,"[253, 250]"
yell,yell,"[140, 142]"
yelled,yelled,"[140, 142]"
yelling,yelling,"[140, 142]"
yellow*,yellow,"[140, 141]"
yells,yells,"[140, 142]"
yen,yen,[358]
yep*,yep,[462]
yes,yes,[462]
yesterday*,yesterday,"[253, 250]"
yet,yet,"[1, 16, 253, 250]"
yiddish,yiddish,[359]
yield*,yield,"[131, 137]"
ykn*,ykn,[464]
yoga,yoga,[356]
you,you,"[1, 2, 3, 6, 121]"
youd,youd,"[1, 2, 3, 6, 11, 12]"
you'd,you'd,"[1, 2, 3, 6, 11, 12]"
youknow*,youknow,[464]
youll,youll,"[1, 2, 3, 6, 11, 12]"
you'll,you'll,"[1, 2, 3, 6, 11, 12]"
young*,young,"[253, 250]"
your,your,"[1, 2, 3, 6, 121]"
youre,youre,"[1, 2, 3, 6, 11, 12]"
you're,you're,"[1, 2, 3, 6, 11, 12]"
yours,yours,"[1, 2, 3, 6, 121]"
youth*,youth,"[253, 250]"
youve,youve,"[1, 2, 3, 6, 11, 12]"
you've,you've,"[1, 2, 3, 6, 11, 12]"
yuan,yuan,[358]
yum*,yum,[140]
yup,yup,[462]
zen,zen,[359]
zero,zero,"[1, 21]"
zillion*,zillion,"[1, 21]"
zion*,zion,[359]
zit,zit,"[146, 148]"
zits,zits,"[146, 148]"
zoloft,zoloft,"[146, 148]"
